title,Authors,1stAuthor,result-from,result-id,result-pub_date,result-title,result-ttl_similarity,result-author,result-link,result-pdf_link
Only tails matter: Average-Case Universality and Robustness in the Convex Regime,"LEONARDO CUNHA (Universite de Montréal - MILA) · Gauthier Gidel (Mila) · Fabian Pedregosa (Google) · Courtney Paquette () · Damien Scieur (Samsung - SAIT AI Lab, Montreal)",LEONARDO CUNHA,arXiv,http://arxiv.org/abs/2206.09901v2,2022-06-20T17:16:52Z,"Only Tails Matter: Average-Case Universality and Robustness in the
  Convex Regime",0.988,Courtney Paquette,http://arxiv.org/abs/2206.09901v2,http://arxiv.org/pdf/2206.09901v2
Anytime Information Cascade Popularity Prediction via Self-Exciting Processes,Xi Zhang (Florida Institute of Technology) · Akshay Aravamudan (Florida Institute of Technology) · Georgios Anagnostopoulos (Florida Institute of Technology),Xi Zhang,Google,,,GitHub - xizhang-cc/casper: Implementation of ,0.228,,https://github.com/xizhang-cc/casper,
Transformer Quality in Linear Time,Weizhe Hua (Cornell University) · Zihang Dai () · Hanxiao Liu (Google Brain) · Quoc Le (Google Brain),Weizhe Hua,arXiv,http://arxiv.org/abs/2202.10447v1,2022-02-21T18:59:38Z,Transformer Quality in Linear Time,1.0,Quoc V. Le,http://arxiv.org/abs/2202.10447v1,http://arxiv.org/pdf/2202.10447v1
Towards Understanding Sharpness-Aware Minimization,Maksym Andriushchenko (EPFL) · Nicolas Flammarion (EPFL),Maksym Andriushchenko,arXiv,http://arxiv.org/abs/2206.06232v1,2022-06-13T15:07:32Z,Towards Understanding Sharpness-Aware Minimization,1.0,Nicolas Flammarion,http://arxiv.org/abs/2206.06232v1,http://arxiv.org/pdf/2206.06232v1
A deep convolutional neural network that is invariant to time rescaling,Brandon G Jacques (University of Virginia) · Zoran Tiganj (Indiana University) · Aakash Sarkar (Boston University) · Marc Howard (Boston University) · Per Sederberg (University of Virginia),Brandon G Jacques,arXiv,http://arxiv.org/abs/2107.04616v2,2021-07-09T18:11:50Z,A deep convolutional neural network that is invariant to time rescaling,1.0,Per B. Sederberg,http://arxiv.org/abs/2107.04616v2,http://arxiv.org/pdf/2107.04616v2
Cliff Diving: Exploring Reward Surfaces in Reinforcement Learning Environments,"Ryan Sullivan (University of Maryland) · Jordan Terry (University of Maryland, College Park) · Benjamin Black (University of Maryland) · John P Dickerson (Arthur AI & Univ. of Maryland)",Ryan Sullivan,arXiv,http://arxiv.org/abs/2205.07015v2,2022-05-14T09:08:29Z,"Cliff Diving: Exploring Reward Surfaces in Reinforcement Learning
  Environments",0.987,John P. Dickerson,http://arxiv.org/abs/2205.07015v2,http://arxiv.org/pdf/2205.07015v2
Online Balanced Experimental Design,David Arbour (Adobe Research) · Drew Dimmery (University of Vienna) · Tung Mai (Adobe Research) · Anup Rao (Adobe Research),David Arbour,arXiv,http://arxiv.org/abs/2203.02025v1,2022-03-03T21:19:37Z,Online Balanced Experimental Design,1.0,Anup Rao,http://arxiv.org/abs/2203.02025v1,http://arxiv.org/pdf/2203.02025v1
Global Optimization of K-Center Clustering,Mingfei Shi (University of British Columbia) · Kaixun Hua (University of British Columbia) · Jiayang Ren (The University of British Columbia) · Yankai Cao (University of British Columbia),Mingfei Shi,,,,,0.0,,,
Controlling Conditional Language Models without Catastrophic Forgetting,Tomasz Korbak (University of Sussex) · Hady Elsahar (NaverLabs) · Germán Kruszewski (Naver Labs Europe) · Marc Dymetman (NAVER LABS Europe),Tomasz Korbak,arXiv,http://arxiv.org/abs/2112.00791v2,2021-12-01T19:24:05Z,Controlling Conditional Language Models without Catastrophic Forgetting,1.0,Marc Dymetman,http://arxiv.org/abs/2112.00791v2,http://arxiv.org/pdf/2112.00791v2
Private optimization in the interpolation regime: faster rates and hardness results,Hilal Asi (Stanford University) · Karan Chadha (Stanford University) · Gary Cheng (Stanford University) · John Duchi (Stanford University),Hilal Asi,Google,,,(PDF) ,0.045,,https://www.researchgate.net/publication/321203920_Optimization_of_interpolation_method_for_nitrate_pollution_in_groundwater_and_assessing_vulnerability_with_IPNOA_and_IPNOC_method_in_Qazvin_plain,
Unraveling Attention via Convex Duality: Analysis and Interpretations of Vision Transformers,Arda Sahiner (Stanford University) · Tolga Ergen (Stanford University) · Batu M Ozturkler (Stanford University) · John Pauly (Stanford University) · Morteza Mardani (Stanford University) · Mert Pilanci (Stanford),Arda Sahiner,arXiv,http://arxiv.org/abs/2205.08078v2,2022-05-17T04:01:15Z,"Unraveling Attention via Convex Duality: Analysis and Interpretations of
  Vision Transformers",0.989,Mert Pilanci,http://arxiv.org/abs/2205.08078v2,http://arxiv.org/pdf/2205.08078v2
Minimax M-estimation under Adversarial Contamination,Sujay Bhatt (Baidu Research) · Guanhua Fang (Baidu USA) · Ping Li (Baidu Research) · Gennady Samorodnitsky (Cornell University),Sujay Bhatt,,,,,0.0,,,
Online Algorithms with Multiple Predictions,Keerti Anand (Duke University) · Rong Ge (Duke University) · Amit Kumar (IIT Delhi) · Debmalya Panigrahi (Duke University),Keerti Anand,arXiv,http://arxiv.org/abs/2205.03921v2,2022-05-08T17:33:01Z,Online Algorithms with Multiple Predictions,1.0,Debmalya Panigrahi,http://arxiv.org/abs/2205.03921v2,http://arxiv.org/pdf/2205.03921v2
Counterfactual Transportability: A Formal Approach,Juan Correa (Universidad Autónoma de Manizales) · Sanghack Lee (Seoul National University) · Elias Bareinboim (Columbia),Juan Correa,Google,,,External Validity and ,0.361,,https://ftp.cs.ucla.edu/pub/stat_ser/r372-jsm.pdf,
Streaming Algorithms for High-Dimensional Robust Statistics,Ilias Diakonikolas (University of Wisconsin-Madison) · Daniel Kane (UCSD) · Ankit Pensia (University of Wisconsin-Madison) · Thanasis Pittas (University of Wisconsin-Madison),Ilias Diakonikolas,arXiv,http://arxiv.org/abs/2204.12399v1,2022-04-26T15:57:07Z,Streaming Algorithms for High-Dimensional Robust Statistics,1.0,Thanasis Pittas,http://arxiv.org/abs/2204.12399v1,http://arxiv.org/pdf/2204.12399v1
Learning Efficient and Robust Ordinary Differential Equations via Invertible Neural Networks,"Weiming Zhi (University of Sydney) · Tin Lai (The University of Sydney) · Lionel Ott (ETH) · Edwin V Bonilla (CSIRO's Data61) · Fabio Ramos (NVIDIA, University of Sydney)",Weiming Zhi,Google,,,How to solve an ODE with a ,0.134,,https://towardsdatascience.com/how-to-solve-an-ode-with-a-neural-network-917d11918932,
Constrained Offline Policy Optimization,Nicholas Polosky (Andro Computational Solutions) · Bruno C. da Silva (University of Massachusetts) · Madalina Fiterau (University of Massachusetts Amherst) · Jithin Jagannath (ANDRO Computational Solutions),Nicholas Polosky,Google,,,OptiDICE: ,0.204,,https://arxiv.org/pdf/2106.10783,
Flow-based Recurrent Belief State Learning for POMDPs,Xiaoyu Chen (Tsinghua University) · Yao Mu (The University of Hong Kong) · Ping Luo (The University of Hong Kong) · Shengbo Li (Tsinghua University) · Jianyu Chen (Tsinghua University),Xiaoyu Chen,arXiv,http://arxiv.org/abs/2205.11051v1,2022-05-23T05:29:55Z,Flow-based Recurrent Belief State Learning for POMDPs,1.0,Jianyu Chen,http://arxiv.org/abs/2205.11051v1,http://arxiv.org/pdf/2205.11051v1
A Convergent and Dimension-Independent Min-Max Optimization Algorithm,Vijay Keswani (Yale University) · Oren Mangoubi (WPI) · Sushant Sachdeva (University of Toronto) · Nisheeth K. Vishnoi (Yale University),Vijay Keswani,arXiv,http://arxiv.org/abs/2006.12376v5,2020-06-22T16:11:30Z,"A Convergent and Dimension-Independent First-Order Algorithm for Min-Max
  Optimization",0.756,Nisheeth K. Vishnoi,http://arxiv.org/abs/2006.12376v5,http://arxiv.org/pdf/2006.12376v5
Optimal Algorithms for Stochastic Multi-Level Compositional Optimization,Wei Jiang (Nanjing University) · Bokun Wang (The University of Iowa) · Yibo Wang (Nanjing University) · Lijun Zhang (Nanjing University) · Tianbao Yang (The University of Iowa),Wei Jiang,arXiv,http://arxiv.org/abs/2202.07530v3,2022-02-15T16:02:32Z,Optimal Algorithms for Stochastic Multi-Level Compositional Optimization,1.0,Tianbao Yang,http://arxiv.org/abs/2202.07530v3,http://arxiv.org/pdf/2202.07530v3
Plug-In Inversion: Model-Agnostic Inversion for Vision with Data Augmentations,Amin Ghiasi (University of Maryland) · Hamid Kazemi (University of Maryland - College Park) · Steven Reich (University of Maryland) · Chen Zhu (UMD -> Google) · Micah Goldblum (New York University) · Tom Goldstein (University of Maryland),Amin Ghiasi,arXiv,http://arxiv.org/abs/2201.12961v1,2022-01-31T02:12:45Z,"Plug-In Inversion: Model-Agnostic Inversion for Vision with Data
  Augmentations",0.987,Tom Goldstein,http://arxiv.org/abs/2201.12961v1,http://arxiv.org/pdf/2201.12961v1
Robust Fine-tuning of Deep Neural Networks with Hessian-based Generalization Guarantees,Haotian Ju (Northeastern University) · Dongyue Li (Northeastern University) · Hongyang Zhang (Northeastern University),Haotian Ju,arXiv,http://arxiv.org/abs/2206.02659v1,2022-06-06T14:52:46Z,"Robust Fine-Tuning of Deep Neural Networks with Hessian-based
  Generalization Guarantees",0.989,Hongyang R. Zhang,http://arxiv.org/abs/2206.02659v1,http://arxiv.org/pdf/2206.02659v1
The Role of Deconfounding in Meta-learning,"Yinjie Jiang (Zhejiang University) · Zhengyu Chen (Zhejiang University) · Luotian Yuan (Zhejiang University) · Ying WEI (City University of Hong Kong) · Kun Kuang (Zhejiang University) · Xinhai Ye (Zhejiang University) · Zhihua Wang (Shanghai Institute for Advanced Study of Zhejiang University) · Fei Wu (Zhejiang University, China)",Yinjie Jiang,,,,,0.0,,,
Data Determines Distributional Robustness in Contrastive Language Image Pre-training,"Alex Fang (University of Washington) · Vaishaal Shankar (Amazon) · Achal Dave (Carnegie Mellon University) · Yuhao Wan (University of Washington, Seattle) · Gabriel Ilharco (University of Washington) · Mitchell Wortsman (University of Washington) · Ludwig Schmidt (Toyota Research Institute)",Alex Fang,arXiv,http://arxiv.org/abs/2205.01397v1,2022-05-03T10:06:51Z,"Data Determines Distributional Robustness in Contrastive Language Image
  Pre-training (CLIP)",0.949,Ludwig Schmidt,http://arxiv.org/abs/2205.01397v1,http://arxiv.org/pdf/2205.01397v1
Lazy Estimation of Variable Importance for Large Neural Networks,Yue Gao (University of Wisconsin-Madison) · Abby Stevens (University of Chicago) · Garvesh Raskutti (UW-Madison) · Rebecca Willett (U Chicago),Yue Gao,Google,,,Learning radial basis ,0.209,,https://www.researchgate.net/publication/222412817_Learning_radial_basis_neural_networks_in_a_lazy_way_A_comparative_study,
Fishing for User Data in Large-Batch Federated Learning via Gradient Magnification,"Yuxin Wen (University of Maryland) · Jonas Geiping (University of Maryland, College Park) · Liam Fowl (University of Maryland) · Micah Goldblum (New York University) · Tom Goldstein (University of Maryland)",Yuxin Wen,arXiv,http://arxiv.org/abs/2202.00580v2,2022-02-01T17:26:11Z,"Fishing for User Data in Large-Batch Federated Learning via Gradient
  Magnification",0.988,Tom Goldstein,http://arxiv.org/abs/2202.00580v2,http://arxiv.org/pdf/2202.00580v2
H-Consistency Estimation Error of Surrogate Loss Minimizers,"Pranjal Awasthi (Google) · Anqi Mao (Courant Institute of Mathematical Sciences, NYU) · Mehryar Mohri (Google Research and Courant Institute of Mathematical Sciences) · Yutao Zhong (Courant Institute of Mathematical Sciences, NYU)",Pranjal Awasthi,,,,,0.0,,,
Interpretable Off-Policy Learning via Hyperbox Search,Daniel Tschernutter (ETH Zurich) · Tobias Hatt (ETH Zurich) · Stefan Feuerriegel (LMU Munich),Daniel Tschernutter,arXiv,http://arxiv.org/abs/2203.02473v1,2022-03-04T18:10:24Z,Interpretable Off-Policy Learning via Hyperbox Search,1.0,Stefan Feuerriegel,http://arxiv.org/abs/2203.02473v1,http://arxiv.org/pdf/2203.02473v1
Selective Network Linearization for Efficient Private Inference,Minsu Cho (NYU) · Ameya Joshi (New York University) · Brandon Reagen (New York University) · Siddharth Garg (New York University) · Chinmay Hegde (New York University),Minsu Cho,arXiv,http://arxiv.org/abs/2202.02340v2,2022-02-04T19:00:24Z,Selective Network Linearization for Efficient Private Inference,1.0,Chinmay Hegde,http://arxiv.org/abs/2202.02340v2,http://arxiv.org/pdf/2202.02340v2
It’s Raw! Audio Generation with State-Space Models,Karan Goel (Stanford) · Albert Gu (Stanford University) · Chris Donahue (Stanford) · Christopher Re (Stanford University),Karan Goel,,,,,0.0,,,
Feature and Parameter Selection in Stochastic Linear Bandits,"Ahmadreza Moradipari (University of California, Santa Barbara) · Berkay Turan (University of California, Santa Barbara) · Yasin Abbasi-Yadkori (DeepMind) · Mahnoosh Alizadeh (University of California Santa Barbara) · Mohammad Ghavamzadeh (Google Research)",Ahmadreza Moradipari,arXiv,http://arxiv.org/abs/2106.05378v3,2021-06-09T20:37:29Z,Feature and Parameter Selection in Stochastic Linear Bandits,1.0,Mohammad Ghavamzadeh,http://arxiv.org/abs/2106.05378v3,http://arxiv.org/pdf/2106.05378v3
Investigating Generalization by Controlling Normalized Margin,Alexander Farhang (Caltech) · Jeremy Bernstein (Caltech) · Kushal Tirumala (California Institute of Technology) · Yang Liu (Abacus.AI) · Yisong Yue (Caltech),Alexander Farhang,arXiv,http://arxiv.org/abs/2205.03940v1,2022-05-08T19:26:53Z,Investigating Generalization by Controlling Normalized Margin,1.0,Yisong Yue,http://arxiv.org/abs/2205.03940v1,http://arxiv.org/pdf/2205.03940v1
Retrieval-Augmented Reinforcement Learning,Anirudh Goyal (Université de Montréal) · Abe Friesen Friesen (DeepMind) · Andrea Banino (DeepMind) · Theophane Weber (DeepMind) · Nan Rosemary Ke (Google) · Adrià Puigdomenech Badia (Deepmind) · Arthur Guez (Google DeepMind) · Mehdi Mirza (DeepMind) · Peter Humphreys (Deepmind) · Ksenia Konyushkova (DeepMind) · Michal Valko (DeepMind / Inria / ENS Paris-Saclay) · Simon Osindero (DeepMind) · Timothy Lillicrap (Google DeepMind) · Nicolas Heess (DeepMind) · Charles Blundell (DeepMind),Anirudh Goyal,arXiv,http://arxiv.org/abs/2202.08417v4,2022-02-17T02:44:05Z,Retrieval-Augmented Reinforcement Learning,1.0,Charles Blundell,http://arxiv.org/abs/2202.08417v4,http://arxiv.org/pdf/2202.08417v4
Provably Adversarially Robust Nearest Prototype Classifiers,Václav Voráček (University of Tübingen) · Matthias Hein (University of Tübingen),Václav Voráček,Google,,,Fast Adversarial ,0.342,,https://proceedings.neurips.cc/paper/2020/file/9da187a7a191431db943a9a5a6fec6f4-Review.html,
"Accelerated, Optimal and Parallel: Some results on model-based stochastic optimization",Karan Chadha (Stanford University) · Gary Cheng (Stanford University) · John Duchi (Stanford University),Karan Chadha,arXiv,http://arxiv.org/abs/2101.02696v1,2021-01-07T18:58:39Z,"Accelerated, Optimal, and Parallel: Some Results on Model-Based
  Stochastic Optimization",0.983,John C. Duchi,http://arxiv.org/abs/2101.02696v1,http://arxiv.org/pdf/2101.02696v1
The Unsurprising Effectiveness of Pre-Trained Vision Models for Control,Simone Parisi (Meta AI) · Aravind Rajeswaran (FAIR) · Senthil Purushwalkam (Carnegie Mellon University) · Abhinav Gupta (Facebook),Simone Parisi,arXiv,http://arxiv.org/abs/2203.03580v1,2022-03-07T18:26:14Z,The Unsurprising Effectiveness of Pre-Trained Vision Models for Control,1.0,Abhinav Gupta,http://arxiv.org/abs/2203.03580v1,http://arxiv.org/pdf/2203.03580v1
Zero-Shot Reward Specification via Grounded Natural Language,Parsa Mahmoudieh (UC Berkeley) · Deepak Pathak (Carnegie Mellon University) · Trevor Darrell (University of California at Berkeley),Parsa Mahmoudieh,,,,,0.0,,,
PLATINUM: Semi-Supervised Model Agnostic Meta-Learning using Submodular Mutual Information,Changbin Li (The University of Texas at Dallas) · Suraj N Kothawade (University of Texas at Dallas) · Feng Chen (UT Dallas) · Rishabh Iyer (University of Texas at Dallas),Changbin Li,arXiv,http://arxiv.org/abs/2201.12928v1,2022-01-30T22:07:17Z,"PLATINUM: Semi-Supervised Model Agnostic Meta-Learning using Submodular
  Mutual Information",0.989,Rishabh Iyer,http://arxiv.org/abs/2201.12928v1,http://arxiv.org/pdf/2201.12928v1
Perfectly Balanced: Improving Transfer and Robustness of Supervised Contrastive Learning,Mayee Chen (Stanford University) · Dan Fu (Stanford University) · Avanika Narayan (Stanford University) · Michael Zhang (Stanford University) · Zhao Song (Adobe Research) · Kayvon Fatahalian (Stanford) · Christopher Re (Stanford University),Mayee Chen,arXiv,http://arxiv.org/abs/2204.07596v1,2022-04-15T18:00:30Z,"Perfectly Balanced: Improving Transfer and Robustness of Supervised
  Contrastive Learning",0.989,Christopher Ré,http://arxiv.org/abs/2204.07596v1,http://arxiv.org/pdf/2204.07596v1
Linear Complexity Randomized Self-attention Mechanism,Lin Zheng (The University of Hong Kong) · Chong Wang (ByteDance) · Lingpeng Kong (The University of Hong Kong),Lin Zheng,arXiv,http://arxiv.org/abs/2204.04667v2,2022-04-10T12:10:28Z,Linear Complexity Randomized Self-attention Mechanism,1.0,Lingpeng Kong,http://arxiv.org/abs/2204.04667v2,http://arxiv.org/pdf/2204.04667v2
GSmooth: Certified Robustness against Semantic Transformations via Generalized Randomized Smoothing,Zhongkai Hao (Tsinghua University) · Chengyang Ying (Tsinghua University) · Yinpeng Dong (Tsinghua University) · Hang Su (Tsinghua University) · Jian Song (Tsinghua University) · Jun Zhu (Tsinghua University),Zhongkai Hao,arXiv,http://arxiv.org/abs/2206.04310v1,2022-06-09T07:12:17Z,"GSmooth: Certified Robustness against Semantic Transformations via
  Generalized Randomized Smoothing",0.99,Jian Song,http://arxiv.org/abs/2206.04310v1,http://arxiv.org/pdf/2206.04310v1
